id,title,releaseDate,rating,genres,description,platforms,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,platform_metascores,developer,publisher
1300540299,Dead Space,2023-01-27,M,Survival,"Developed exclusively for next generation consoles and PC, raising the level of horror and immersion to unprecedented heights for the franchise through stunning visuals, audio and controls powered by the Frostbite game engine. Fans will experience an improved story, characters, gameplay mechanics and more as they fight to survive a living nightmare aboard the desolate mining starship, the USG Ishimura, all while uncovering the dreadful mystery of what happened to the slaughtered crew and ship. 

In Dead Space, Isaac Clarke is an everyman engineer on a mission to repair a vast, sprawling starship, the USG Ishimura, only to discover something has gone horribly wrong. The ship's crew has been slaughtered and infected by some alien scourge...and Isaac's beloved partner, Nicole, is lost somewhere on board. Now Isaac is alone with only his tools and engineering skills as he attempts to uncover the nightmarish mystery of what happened aboard the Ishimura. Trapped with hostile creatures called ""necromorphs"", Isaac faces a battle for survival, not only against the escalating terrors of the ship, but his own crumbling sanity.","PlayStation 5,Xbox Series X,PC",89.0,89.0,Generally favorable,84.0,1976,Generally favorable,"89,90,87",Motive Studios,Electronic Arts
1300611700,Horizon Forbidden West: Complete Edition,2024-03-21,,Open-World Action,"This Complete Edition allows you to enjoy the critically acclaimed Horizon Forbidden West in its entirety with bonus content, including the Burning Shores story expansion that picks up after the main game. ",PC,89.0,36.0,Generally favorable,73.0,630,Mixed or average,89,Nixxes Software,"PlayStation PC,Sony Interactive Entertainment"
1300597498,Like a Dragon: Infinite Wealth,2024-01-26,M,JRPG,"EPIC EMOTIONAL DRAMA
Two larger-than-life heroes brought together by the hand of fate, or perhaps something more sinister…
Ichiban Kasuga, an unstoppable underdog who’s no stranger to crawling up from rock bottom, and Kazuma Kiryu, a broken man facing down his last days.
BEST-IN-CLASS RPG ACTION
Experience one-of-a-kind combat with dynamic, fast-paced RPG battles where the battlefield becomes your weapon, and anything goes.
Adapt your party’s skills to the situation with outlandish jobs and customizations to strategically subdue enemies with over-the-top moves.
INFINITE ADVENTURE
Live it up in Japan and explore all that Hawaii has to offer in an adventure so big it spans the Pacific.
Unforgettable moments await at every step of the journey with a unique mix of quests and activities to enjoy at your leisure.","Xbox Series X,PC,PlayStation 5",89.0,96.0,Generally favorable,85.0,747,Generally favorable,"92,89,89",Ryu ga Gotoku Studios,SEGA
1300440573,Dreams,2020-02-14,T,Sandbox,"Dreams is the space you go to where you go to play and experience the dreams of Media Molecule and its community. It’s also a space in which to create your own dreams, whether they’re games, art, films, music or anything in-between and beyond. [Media Molecule]",PlayStation 4,89.0,80.0,Generally favorable,86.0,1470,Generally favorable,89,Media Molecule,Sony Interactive Entertainment
1300553298,Alan Wake II,2023-10-27,M,Survival,"Shed some light on what has long been obscured by darkness. After 11 long years, the writer's return is a reality and the dangers lurking in the dark are even more sinister than the Taken roaming Bright Falls.  Alan Wake 2 turns up the level of dread as our very first dive into the survival horror genre, so expect a chilling experience with familiar psychological horror elements.  Be careful out there. Monsters wear many faces.","PlayStation 5,PC,Xbox Series X",89.0,71.0,Generally favorable,85.0,3265,Generally favorable,"89,89,90",Remedy Entertainment,"Epic Games,Limited Run Games"
1300572186,The Last of Us Part I,2022-09-02,M,Linear Action Adventure,"In a ravaged civilization, where infected and hardened survivors run rampant, Joel, a weary protagonist, is hired to smuggle 14-year-old Ellie out of a military quarantine zone. However, what starts as a small job soon transforms into a brutal cross-country journey. Includes the complete The Last of Us single-player story and celebrated prequel chapter, Left Behind, which explores the events that changed the lives of Ellie and her best friend Riley forever.","PlayStation 5,PC",89.0,115.0,Generally favorable,76.0,4234,Generally favorable,"89,59",Naughty Dog,"Sony Interactive Entertainment,SCEE"
1300518981,It Takes Two,2021-03-26,T,Linear Action Adventure,"From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically acclaimed A Way Out and Brothers: A Tale of Two Sons.

Something out of the ordinary
Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.","PC,PlayStation 4,PlayStation 5,Xbox Series X,Nintendo Switch",88.0,50.0,Generally favorable,89.0,2090,Generally favorable,"89,89,88,89,82",Hazelight,Electronic Arts
1300518493,Ratchet & Clank: Rift Apart,2021-06-11,E10+,3D Platformer,"Ratchet & Clank: Rift Apart is an intergalactic adventure from Insomniac Games that showcases what’s possible for games designed around PS5’s  SSD and DualSense wireless controller. Players seamlessly travel through different dimensions in mid-gameplay. The DualSense wireless controller brings combat to life, with haptic feedback and the adaptive triggers adding powerful sensations that increase immersion in combat.","PlayStation 5,PC",88.0,127.0,Generally favorable,85.0,3520,Generally favorable,"88,86",Insomniac Games,"PlayStation Studios,Sony Interactive Entertainment"
1300518510,Horizon Forbidden West,2022-02-18,T,Open-World Action,"Join Aloy as she braves the Forbidden West – a majestic but dangerous frontier that conceals mysterious new threats. Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon. The land is dying. Vicious storms and an unstoppable blight ravage the scattered remnants of humanity, while fearsome new machines prowl their borders. Life on Earth is hurtling towards another extinction, and no one knows why. It's up to Aloy to uncover the secrets behind these threats and restore order and balance to the world. Along the way, she must reunite with old friends, forge alliances with warring new factions and unravel the legacy of the ancient past – all the while trying to stay one step ahead of a seemingly undefeatable new enemy.","PlayStation 5,PlayStation 4",88.0,127.0,Generally favorable,80.0,11311,Generally favorable,"88,83",Guerrilla,"PlayStation Studios,Sony Interactive Entertainment"
1300597496,Persona 3 Reload,2024-02-02,M,JRPG,"Your story begins again. Memento Mori. 

Awaken the depths of your heart in Persona 3 Reload, the genre-defining RPG now reborn for modern consoles.","Xbox Series X,PC,PlayStation 5",87.0,68.0,Generally favorable,87.0,1400,Generally favorable,"86,89,87",P-Studio,"SEGA,Atlus"
1300538938,Ghost of Tsushima: Director's Cut,2021-08-20,M,Open-World Action,"Ghost of Tsushima Director's Cut includes: Ghost of Tsushima full game; Iki Island expansion: New story, mini-games, enemy types and more*; Legends online co-op mode; Downloadable content: Digital mini art book, Director's commentary, One Technique Point, Charm of Hachiman's Favor, Hero of Tsushima Skin Set. PS5 Features: Dynamic 4K resolution targeting 60fps (requires compatible 4K TV or display). DualSense™ wireless controller haptic feedback and adaptive trigger resistance. 3D Audio (with analog or USB stereo headphones). Lip sync for Japanese voiceover. Ability to transfer PS4 saved progress to PS5 game.
","PlayStation 5,PC",87.0,73.0,Generally favorable,83.0,3876,Generally favorable,"87,89",Sucker Punch,"PlayStation Studios,Sony Interactive Entertainment"
1300527023,The Nioh Collection,2021-02-05,M,Compilation,"Celebrate the franchise's 4-year anniversary with remastered editions of both games featuring 4K and up to 120FPS support. 

For everyone that recently purchased the PlayStation 5 console, you will be able to experience the complete Nioh 2 adventure in Nioh 2 Remastered The Complete Edition, along with a remastered version of the first entry in the series: Nioh Remastered The Complete Edition. If you would like all of this content in one convenient place, we have the perfect title for all of your Nioh needs. Get ready to relive the entire series with all DLC included for both titles in The Nioh Collection for PlayStation 5. 

All of the titles available on PlayStation 5 will support 4K resolution for crystal clear visuals, up to 120 FPS gameplay for silky smooth combat, ultra-fast load times and the ability to transfer your data from the PS4 versions to pick up your journey right where you left off.",PlayStation 5,87.0,36.0,Generally favorable,79.0,153,Generally favorable,87,Team Ninja,"Sony Interactive Entertainment,Koei Tecmo Games"
1300626330,Shin Megami Tensei V: Vengeance,2024-06-14,M,JRPG,"Embark on this definitive version of the critically acclaimed Shin Megami Tensei V, massively expanded with a brand-new storyline featuring new locations, demons, and choices to make that will dictate the fate of all existence.","Nintendo Switch,PlayStation 5,PC,Xbox Series X",87.0,42.0,Generally favorable,81.0,305,Generally favorable,"86,87,90,92",Atlus,"SEGA,Atlus"
1300507794,Legends of Runeterra,2020-04-29,T,Card Battle,"Face off in dynamic, alternating combat full of opportunities to adapt and outplay. Make your move, but be ready to react, because your opponent has a plan of their own. It all comes down to this—can you outwit them and win?","iOS (iPhone/iPad),PC",87.0,12.0,Generally favorable,65.0,238,Mixed or average,"88,87",Riot Games,Riot Games
1300526717,Mass Effect Legendary Edition,2021-05-14,M,Compilation,"For many months now, our team at BioWare has been hard at work updating the textures, shaders, models, effects and technical features of three enormous games. Our goal was not to remake or reimagine the original games, but to modernize the experience so that fans and new players can experience the original work in its best possible form. It's been amazing to see the adventures of Commander Shepard take on new life in super-sharp resolution, faster framerates, and beautiful visual enhancements. 

Mass Effect Legendary Edition includes single-player base content and DLC from Mass Effect, Mass Effect 2, and Mass Effect 3, plus promo weapons, armors, and packs - all remastered and optimized for 4k Ultra HD. It will be available in Spring 2021 for Xbox One, PlayStation 4, and PC, with forward compatibility and targeted enhancements on Xbox Series X and PlayStation 5.","PlayStation 4,Xbox One,PC",87.0,46.0,Generally favorable,75.0,1353,Generally favorable,"87,90,86",BioWare,Electronic Arts
1300571788,Marvel's Spider-Man Remastered,2022-08-12,T,Open-World Action,"Developed by my Insomniac Games teammates in collaboration with Marvel, Marvel's Spider-Man Remastered introduces you to an experienced Peter Parker who's fighting big crime and iconic villains in Marvel's New York. At the same time, he's struggling to balance his chaotic personal life and career while the fate of Marvel's New York rests upon his shoulders.

Marvel's Spider-Man Remastered on PC will include the full main story and its continued narrative in Marvel's Spider-Man: The City That Never Sleeps DLC, which features three accompanying story chapters in Peter Parker's journey along with additional missions and challenges for players to discover.",PC,87.0,66.0,Generally favorable,83.0,1832,Generally favorable,87,Nixxes Software,"PlayStation PC,Sony Interactive Entertainment"
1300609772,Unicorn Overlord,2024-03-08,T,Real-Time Tactics,"From the masterminds that brought 13 Sentinels: Aegis Rim and Odin Sphere, ATLUS x Vanillaware presents the rebirth of tactical fantasy RPG. Fight against fate and embark on a royal adventure to regain your reign alongside trustworthy allies. Unicorn Overlord combines the timeless tactical RPG genre with overworld exploration and innovative battle system for a unique epic fantasy experience in the iconic Vanillaware style.
","Nintendo Switch,PlayStation 5,Xbox Series X",86.0,42.0,Generally favorable,84.0,442,Generally favorable,"89,86,87",Vanillaware,"SEGA,Atlus"
1300597176,Prince of Persia: The Lost Crown,2024-01-18,T,Metroidvania,"Dash into a stylish and thrilling action-adventure platformer game set in a mythological Persian world where the boundaries of time and space are yours to manipulate. Use your Time Powers, combat and platforming skills to perform deadly combos and defeat time-corrupted enemies and mythological creatures. Acquire and equip new Amulets at shopkeepers to play as you see fit. Discover a cursed Persian-inspired world filled with bigger-than-life landmarks. Explore a variety of highly detailed biomes, each with its own identity, wonders and dangers. Use your wits to solve puzzles, find hidden treasures and complete quests to learn more about this corupted place. Immerse yourself into a Persian mythological fantasy through an intriguing and original story. Cross paths with colorful characters to better unravel the mysteries of Mount Qaf. Enjoy high quality graphics, immersive cinematics and fresh Artistic Direction, along with a unique gameplay fluidity thanks to 60 fps rate on all platforms. [Ubisoft]","Xbox Series X,PlayStation 5,PC,Nintendo Switch",86.0,83.0,Generally favorable,85.0,1153,Generally favorable,"87,86,85,88",Ubisoft Montpellier,Ubisoft
1300531154,Total War: WARHAMMER III,2022-02-17,T,Real-Time Tactics,"Far beyond the world and its petty wars there exists a dimension of pure, malevolent magic: The Realm of Chaos. It is a terrible place, incomprehensible to the mortal mind. It whispers promises of power, but to behold it is to be seduced by it. To relinquish your soul to it. To become it.

The four Ruinous Powers rule over this place, ever seeking to slip their bonds and engulf the world in a tide of daemonic corruption. Nurgle, the plague god; Slaanesh, the lord of excess; Tzeentch, the changer of ways; and Khorne, the god of blood and slaughter.

On the border between the worlds, two mighty kingdoms stand sentinel: the stern warriors of Kislev and the vast empire of Grand Cathay. But each is beset by its own trials, and now both have cause to cross the threshold and send their armies into the Realm of Chaos.

The world stands on a precipice. A single push will plunge it into cataclysm. And there is one who schemes to achieve just that, an ancient figure who desires nothing less than to wield supreme power. But to succeed, he will need a champion...",PC,86.0,65.0,Generally favorable,57.0,479,Mixed or average,86,Creative Assembly,SEGA
1300518496,Returnal,2021-04-30,T,Third Person Shooter,"Returnal transforms roguelike gameplay into a third-person shooter where players fight to survive a hostile planet that changes with every death. Players can switch instinctively between firing modes by using a single adaptive trigger and can get right back into the action after dying. PS5’s immersive 3D audio brings the alien world to life around the player, helping players navigate the intense positional combat.","PlayStation 5,PC",86.0,115.0,Generally favorable,74.0,4284,Mixed or average,"86,86",Housemarque,"PlayStation Studios,Sony Interactive Entertainment"
1300467634,Risk of Rain 2,2020-08-11,,Third Person Shooter,"The classic multiplayer roguelike, Risk of Rain, returns with an extra dimension and more challenging action. Play solo, or team up with up to three friends to fight your way through hordes of monsters, unlock new loot, and find a way to escape the planet.
","PC,Xbox One",85.0,18.0,Generally favorable,84.0,508,Generally favorable,"85,79",Hopoo Games,"Hopoo Games,Gearbox Publishing,Embracer Group"
1300538213,Mario + Rabbids Sparks of Hope,2022-10-20,E10+,Turn-Based Tactics,"Team up with Mario, Luigi, Princess Peach, Rabbid Peach, Rabbid Luigi, and their friends on a galactic journey to defeat a malevolent entity and save your Spark companions. Explore planets throughout the galaxy as you uncover mysterious secrets and compelling quests! * Build your dream team with three heroes from an eclectic roster of nine. * Take down all new bosses, along with some familiar enemies throughout the galaxy. 
* Rescue the adorable Sparks throughout the galaxy, who provide distinct powers that will help you in battle. 
* Unleash your heroes' skills but be strategic as you dash your enemies, team jump on your allies, and hide behind covers.",Nintendo Switch,85.0,122.0,Generally favorable,75.0,369,Generally favorable,85,Ubisoft Paris,"Ubisoft,Nintendo"
1300451765,13 Sentinels: Aegis Rim,2020-09-22,T,Adventure,"A departure from the studio's traditional fantasy style, the game takes place in a modern setting punctuated with giant mechs. Although the world may be bleak, Vanillaware's signature artistic shine and gorgeous aesthetics will bring the characters and story of 13 Sentinels to life.","PlayStation 4,Nintendo Switch",85.0,69.0,Generally favorable,89.0,496,Generally favorable,"85,88",Vanillaware,"Atlus,SEGA"
1300652129,Horizon Zero Dawn Remastered,2024-10-31,T,Open-World Action,"In a far future where colossal machines roam and rule the Earth, pockets of humanity survive in unique tribes among the lush, overgrown ruins of our long-lost civilization.

Take up bow and spear as Aloy, a young machine hunter and outcast of her tribe, as she discovers her origins, the truth of this mysterious world, and her own destiny to save it from impending doom.

On her journey, Aloy will come across unique tribes, lively settlements, and compelling characters and companions. But this open world is also teeming with wildlife and danger. Awe-inspiring yet deadly hostile machines patrol the majestic landscape, corrupted by an unknown force.

Horizon Zero Dawn is a multi-award-winning action role-playing game and this Remastered Edition brings to life the beloved wilds of Aloy’s world in even higher fidelity with the power and potential of the PlayStation 5 console.","PC,PlayStation 5",85.0,53.0,Generally favorable,67.0,412,Mixed or average,"86,85",Guerrilla,Sony Interactive Entertainment
1300571578,Star Wars Jedi: Survivor,2023-04-28,T,Open-World Action,"Star Wars Jedi: Survivor picks up five years after the events of Star Wars Jedi: Fallen Order. Cal must stay one step ahead of the Empire's constant pursuit as he continues to feel the weight of being one of the last remaining Jedi in the galaxy. Developed by the veteran team at Respawn Entertainment, Jedi: Survivor will expand upon iconic Star Wars stories, worlds, and characters, and thrilling combat first experienced in Jedi: Fallen Order.","PC,PlayStation 5,Xbox Series X",85.0,111.0,Generally favorable,70.0,2552,Mixed or average,"78,85,86",Respawn Entertainment,"Electronic Arts,Limited Run Games"
1300518491,Marvel's Spider-Man: Miles Morales,2020-11-12,T,Open-World Action,"The latest adventure in the Spider-Man universe builds on and expand Marvel’s Spider-Man through an all-new story. Players experience the rise of Miles Morales as he masters new powers to become his own Spider-Man. With PS5’s SSD, players can near-instantaneously fast-travel across Marvel’s New York City, or feel the tension of each one of Miles’s web-swings, punches, web shots, and venom blasts with the DualSense wireless controller’s haptic feedback. Highly-detailed character models and enhanced visuals across the game intensify the story of Miles Morales as he faces great, new challenges while learning to be his own Spider-Man.","PlayStation 5,PlayStation 4,PC",85.0,89.0,Generally favorable,76.0,4600,Generally favorable,"85,84,88",Insomniac Games,"PlayStation Studios,Sony Interactive Entertainment"
1300617417,Alan Wake II: Night Springs Expansion,2024-06-08,,Survival,"Visions and dreams. Fiction is written and coming true. Fiction collapses and remains just words on a page. These are those stories... in Night Springs. 

Play as several familiar characters from the world of Alan Wake and experience the unexplainable in multiple self-contained episodes of Night Springs, a fictional tv-show set in the world of Alan Wake.","PlayStation 5,PC",85.0,9.0,Generally favorable,74.0,152,Mixed or average,"85,81",Remedy Entertainment,Epic Games
1300487035,Nioh 2,2020-03-13,M,Action RPG,"Master the lethal arts of the samurai as a mysterious half-human, half-supernatural Yokai warrior, in this challenging action RPG sequel. Explore violent Sengoku-era Japan and the deadly Dark Realm, both plagued with grotesque, merciless demons. Unsheathe your deadly weapons and cut down all enemies in your path using a revamped combat system and the ability to transform into a full Yokai to unleash devastating paranormal powers. ",PlayStation 4,85.0,91.0,Generally favorable,79.0,1245,Generally favorable,85,Team Ninja,"Koei Tecmo Games,Sony Interactive Entertainment"
1300510224,Bayonetta & Vanquish,2020-02-18,M,Compilation,"Celebrate the 10th Anniversary of two PlatinumGames cult classics with the Bayonetta & Vanquish 10th Anniversary Bundle. Bayonetta: Experience the genesis of the Bayonetta series with the cult classic, original action-adventure game. Vanquish: The hit sci-fi shooter returns. An overpopulated Earth suffocating under limited resources looks to Providence, the solar-powered space colony for support. ","PlayStation 4,Xbox One",85.0,38.0,Generally favorable,93.0,598,Universal acclaim,"85,83",PlatinumGames,"SEGA,Atlus"
1300542873,Football Manager 2022,2021-11-09,E,Soccer Management,"M22 brings new, progressive ways to find that winning edge, instil your footballing style and earn it for the fans. Pack includes an FM 'Coaching Planner' to take your tactical planning and squad building to the next level. Football isn't just about winning - it's about overcoming the odds and earning your success. Fighting your way to the top or clawing your way back from the brink; these are the moments that taste sweetest. In Football Manager 2022, you're the architect of your club's destiny - the fans' fortunes rest with you. Prevail in the moments that matter to turn their dreams into reality and earn your place alongside the managerial greats. ",PC,85.0,40.0,Generally favorable,74.0,93,Mixed or average,85,Sports Interactive,"SEGA Europe,SEGA"
1300524222,Football Manager 2021,2020-11-24,E,Soccer Management,"The manager is the beating heart of every football club. In Football Manager 2021 dynamic, true-to-life management experiences and next-level detail renews that focus on you like never before, equipping you with all the tools to achieve elite status.

With more than 50 nations and 2,500 clubs at every level of the football pyramid to choose from, the possibilities are endless. It’s over to you, boss.

    Choose your colours and the challenge that best suits your ambitions and then work with your club’s hierarchy to ensure you meet theirs… or face the consequences.
    Join forces with your backroom staff to assess the strength and depth of your playing squad before dipping into the transfer market. There’s likely to be a starlet in your Academy knocking on the door of the first team…
    Craft tactical strategies, formations and styles of play for every occasion to maximise your club’s chances of winning football matches and getting those three points.
    Immerse yourself in the spectacle of match day and revel in the glory of management as your planning pays off on the pitch.","PC,Xbox Series X",85.0,32.0,Generally favorable,65.0,117,Mixed or average,"85,78",Sports Interactive,SEGA
